sales_key,date_key,customer_key,movie_key,store_key,sales_amount
3656,20070322,440,974,1,0.99
3657,20070323,440,745,1,4.99
3658,20070301,441,492,1,1.99
3659,20070302,441,363,1,1.99
3660,20070319,441,559,2,2.99
3661,20070320,441,664,2,4.99
3662,20070320,441,103,2,4.99
3663,20070321,441,209,1,4.99
3664,20070322,441,590,1,3.99
3665,20070301,442,878,2,6.99
3666,20070301,442,430,2,0.99
3667,20070319,442,907,1,0.99
3668,20070319,442,168,1,0.99
3669,20070319,442,65,2,7.99
3670,20070321,442,142,2,0.99
3671,20070321,442,18,1,1.99
3672,20070321,442,205,1,0.99
3673,20070322,442,254,1,2.99
3674,20070301,443,250,2,0.99
3675,20070302,443,723,1,4.99
3676,20070318,443,86,2,4.99
3677,20070319,443,938,1,4.99
3678,20070319,443,644,2,2.99
3679,20070321,443,549,1,2.99
3680,20070321,443,889,1,6.99
3681,20070322,443,140,1,0.99
3682,20070322,443,643,1,4.99
3683,20070323,443,118,2,0.99
3684,20070301,444,187,2,4.99
3685,20070301,444,521,1,4.99
3686,20070302,444,377,1,0.99
3687,20070302,444,114,1,6.99
3688,20070317,444,159,1,4.99
3689,20070317,444,528,1,6.99
3690,20070318,444,576,2,2.99
3691,20070319,444,448,2,2.99
3692,20070319,444,191,1,0.99
3693,20070320,444,526,2,2.99
3694,20070320,444,674,1,0.99
3695,20070322,444,24,1,4.99
3696,20070323,444,795,1,0.99
3697,20070323,444,71,2,4.99
3698,20070301,445,743,2,1.99
3699,20070301,445,727,2,0.99
3700,20070302,445,102,2,9.99
3701,20070302,445,57,2,7.99
3702,20070317,445,639,2,4.99
3703,20070317,445,988,2,3.99
3704,20070320,445,992,2,0.99
3705,20070321,445,893,2,6.99
3706,20070321,445,397,1,2.99
3707,20070322,445,572,1,6.99
3708,20070322,445,336,1,4.99
3709,20070322,445,319,2,3.99
3710,20070323,445,901,1,6.99
3711,20070323,445,709,2,2.99
3712,20070302,446,912,1,3.99
3713,20070318,446,122,2,0.99
3714,20070318,446,734,2,8.99
3715,20070323,446,363,1,1.99
3716,20070323,446,663,1,0.99
3717,20070301,447,72,1,2.99
3718,20070302,447,361,1,5.99
3719,20070302,447,122,1,0.99
3720,20070302,447,473,2,5.99
3721,20070318,447,204,1,0.99
3722,20070319,447,502,2,2.99
3723,20070319,447,12,1,0.99
3724,20070320,447,174,2,4.99
3725,20070321,447,83,1,5.99
3726,20070322,447,759,2,2.99
3727,20070323,447,624,1,4.99
3728,20070323,447,555,1,4.99
3729,20070317,448,365,2,8.99
3730,20070317,448,865,2,9.99
3731,20070318,448,462,2,2.99
3732,20070319,448,228,1,2.99
3733,20070319,448,554,2,3.99
3734,20070320,448,638,1,3.99
3735,20070321,448,315,2,3.99
3736,20070321,448,430,2,2.99
3737,20070322,448,179,1,9.99
3738,20070322,448,609,2,4.99
3739,20070301,449,616,1,2.99
3740,20070301,449,576,2,4.99
3741,20070301,449,856,2,6.99
3742,20070301,449,694,1,6.99
3743,20070318,449,851,1,4.99
3744,20070322,449,682,1,7.99
3745,20070301,450,921,2,2.99
3746,20070302,450,394,1,3.99
3747,20070318,450,877,1,0.99
3748,20070320,450,251,2,4.99
3749,20070320,450,482,1,0.99
3750,20070320,450,521,2,4.99
3751,20070321,450,683,1,4.99
3752,20070322,450,750,1,0.99
3753,20070322,450,228,1,4.99
3754,20070322,450,248,2,4.99
3755,20070301,451,69,1,8.99
3756,20070301,451,437,2,2.99
3757,20070302,451,154,2,2.99
3758,20070302,451,31,1,6.99
3759,20070302,451,222,1,6.99
3760,20070317,451,520,1,2.99
3761,20070318,451,135,2,2.99
3762,20070318,451,403,2,4.99
3763,20070319,451,753,1,1.99
3764,20070319,451,204,1,2.99
3765,20070319,451,169,2,2.99
3766,20070319,451,924,1,0.99
3767,20070320,451,437,1,2.99
3768,20070320,451,800,2,2.99
3769,20070321,451,440,1,0.99
3770,20070323,451,745,1,4.99
3771,20070317,452,353,1,4.99
3772,20070317,452,560,1,3.99
3773,20070318,452,894,2,0.99
3774,20070318,452,319,2,4.99
3775,20070319,452,918,2,4.99
3776,20070320,452,965,1,3.99
3777,20070321,452,753,1,0.99
3778,20070323,452,89,2,0.99
3779,20070317,453,764,1,4.99
3780,20070318,453,283,1,2.99
3781,20070320,453,503,1,7.99
3782,20070320,453,84,1,4.99
3783,20070321,453,538,2,2.99
3784,20070321,453,877,2,5.99
3785,20070321,453,852,1,4.99
3786,20070321,453,905,1,4.99
3787,20070322,453,395,2,0.99
3788,20070323,453,301,1,4.99
3789,20070318,454,388,2,0.99
3790,20070318,454,636,1,0.99
3791,20070320,454,667,1,8.99
3792,20070320,454,361,1,2.99
3793,20070320,454,798,1,8.99
3794,20070320,454,77,2,6.99
3795,20070321,454,282,2,0.99
3796,20070322,454,658,2,2.99
3797,20070322,454,347,1,4.99
3798,20070322,454,135,1,3.99
3799,20070323,454,641,2,1.99
3800,20070301,455,877,1,0.99
3801,20070317,455,285,2,4.99
3802,20070317,455,298,1,2.99
3803,20070318,455,476,2,4.99
3804,20070319,455,760,2,2.99
3805,20070320,455,131,1,4.99
3806,20070321,455,78,2,2.99
3807,20070321,455,267,1,4.99
3808,20070323,455,650,2,1.99
3809,20070301,456,429,1,5.99
3810,20070301,456,783,1,2.99
3811,20070318,456,655,2,4.99
3812,20070319,456,824,2,8.99
3813,20070319,456,61,1,4.99
3814,20070320,456,686,1,4.99
3815,20070321,456,923,2,2.99
3816,20070321,456,797,1,1.99
3817,20070323,456,546,2,3.99
3818,20070323,456,57,1,2.99
3819,20070317,457,556,1,6.99
3820,20070317,457,272,1,4.99
3821,20070317,457,100,1,4.99
3822,20070319,457,932,1,0.99
3823,20070319,457,331,1,2.99
3824,20070320,457,998,2,0.99
3825,20070321,457,120,1,10.99
3826,20070321,457,134,2,6.99
3827,20070322,457,709,2,3.99
3828,20070302,458,924,1,2.99
3829,20070317,458,841,2,2.99
3830,20070318,458,434,1,0.99
3831,20070319,458,554,1,2.99
3832,20070319,458,572,2,2.99
3833,20070320,458,276,1,4.99
3834,20070321,458,353,1,4.99
3835,20070323,458,871,1,4.99
3836,20070301,459,999,2,6.99
3837,20070301,459,995,1,4.99
3838,20070301,459,725,1,7.99
3839,20070301,459,842,2,2.99
3840,20070318,459,556,2,6.99
3841,20070318,459,371,1,7.99
3842,20070320,459,908,2,10.99
3843,20070320,459,603,1,4.99
3844,20070321,459,257,2,3.99
3845,20070322,459,414,2,5.99
3846,20070322,459,724,1,2.99
3847,20070323,459,951,1,0.99
3848,20070301,460,460,1,10.99
3849,20070302,460,875,1,1.99
3850,20070316,460,478,2,2.99
3851,20070317,460,243,2,5.99
3852,20070318,460,922,2,4.99
3853,20070319,460,753,2,0.99
3854,20070319,460,818,1,8.99
3855,20070319,460,380,2,3.99
3856,20070320,460,703,2,5.99
3857,20070322,460,629,2,0.99
3858,20070322,460,753,1,3.99
3859,20070323,460,125,2,2.99
3860,20070301,461,628,1,2.99
3861,20070302,461,489,1,0.99
3862,20070302,461,634,2,0.99
3863,20070317,461,448,2,2.99
3864,20070319,461,73,2,2.99
3865,20070319,461,519,2,2.99
3866,20070321,461,693,2,4.99
3867,20070322,461,507,2,4.99
3868,20070322,461,806,1,2.99
3869,20070322,461,508,2,4.99
3870,20070322,461,109,2,6.99
3871,20070322,461,967,1,2.99
3872,20070322,461,625,2,2.99
3873,20070323,461,69,1,7.99
3874,20070301,462,921,2,2.99
3875,20070317,462,869,1,6.99
3876,20070317,462,880,1,2.99
3877,20070318,462,590,1,4.99
3878,20070318,462,976,1,0.99
3879,20070318,462,537,2,8.99
3880,20070319,462,346,1,8.99
3881,20070319,462,131,2,4.99
3882,20070320,462,255,1,7.99
3883,20070323,462,873,1,2.99
3884,20070323,462,154,2,2.99
3885,20070323,462,122,1,0.99
3886,20070301,463,146,1,3.99
3887,20070301,463,795,1,0.99
3888,20070302,463,689,2,2.99
3889,20070317,463,9,2,7.99
3890,20070318,463,336,1,6.99
3891,20070319,463,236,2,2.99
3892,20070320,463,818,2,4.99
3893,20070321,463,249,2,0.99
3894,20070322,463,464,2,2.99
3895,20070322,463,887,1,7.99
3896,20070302,464,623,1,1.99
3897,20070320,464,216,1,8.99
3898,20070320,464,4,2,2.99
3899,20070322,464,527,2,6.99
3900,20070323,464,360,1,0.99
3901,20070323,464,730,1,4.99
3902,20070301,465,245,1,3.99
3903,20070302,465,201,1,2.99
3904,20070317,465,690,1,4.99
3905,20070317,465,738,1,6.99
3906,20070317,465,710,1,4.99
3907,20070318,465,45,1,4.99
3908,20070319,465,979,1,4.99
3909,20070323,465,302,2,3.99
3910,20070323,465,929,1,4.99
3911,20070301,466,670,2,4.99
3912,20070302,466,122,2,0.99
3913,20070302,466,360,1,4.99
3914,20070317,466,826,2,7.99
3915,20070319,466,473,2,2.99
3916,20070320,466,698,1,5.99
3917,20070320,466,780,2,4.99
3918,20070321,466,331,1,2.99
3919,20070322,466,563,1,4.99
3920,20070323,466,719,1,7.99
3921,20070301,467,273,1,0.99
3922,20070302,467,519,2,2.99
3923,20070317,467,578,2,4.99
3924,20070318,467,474,2,2.99
3925,20070318,467,879,1,9.99
3926,20070318,467,169,2,2.99
3927,20070321,467,164,1,2.99
3928,20070321,467,864,2,0.99
3929,20070322,467,552,2,3.99
3930,20070322,467,748,1,0.99
3931,20070323,467,69,2,2.99
3932,20070302,468,21,2,10.99
3933,20070317,468,372,1,4.99
3934,20070317,468,344,2,6.99
3935,20070319,468,24,1,3.99
3936,20070319,468,18,2,0.99
3937,20070321,468,212,1,4.99
3938,20070321,468,408,1,4.99
3939,20070321,468,972,1,9.99
3940,20070321,468,743,2,2.99
3941,20070321,468,670,2,9.99
3942,20070322,468,456,2,4.99
3943,20070323,468,524,1,1.99
3944,20070323,468,58,2,2.99
3945,20070323,468,290,1,0.99
3946,20070301,469,447,2,4.99
3947,20070301,469,415,1,4.99
3948,20070301,469,646,1,2.99
3949,20070301,469,726,2,2.99
3950,20070302,469,270,1,0.99
3951,20070317,469,507,2,0.99
3952,20070318,469,890,2,4.99
3953,20070318,469,946,2,6.99
3954,20070320,469,347,1,4.99
3955,20070320,469,907,1,2.99
3956,20070321,469,75,2,7.99
3957,20070321,469,163,2,2.99
3958,20070323,469,578,2,4.99
3959,20070323,469,13,2,9.99
3960,20070323,469,494,2,2.99
3961,20070301,470,821,2,0.99
3962,20070302,470,518,1,4.99
3963,20070302,470,562,1,1.99
3964,20070317,470,329,1,2.99
3965,20070317,470,130,2,0.99
3966,20070317,470,115,2,3.99
3967,20070318,470,227,2,8.99
3968,20070318,470,327,1,10.99
3969,20070320,470,729,2,4.99
3970,20070320,470,330,1,4.99
3971,20070321,470,609,2,4.99
3972,20070301,471,254,2,2.99
3973,20070301,471,534,2,3.99
3974,20070317,471,244,1,4.99
3975,20070318,471,846,1,4.99
3976,20070320,471,870,2,5.99
3977,20070320,471,767,2,7.99
3978,20070320,471,804,1,4.99
3979,20070321,471,453,1,5.99
3980,20070321,471,735,2,2.99
3981,20070322,471,7,1,7.99
3982,20070322,471,266,1,0.99
3983,20070323,471,951,1,1.99
3984,20070301,472,134,2,6.99
3985,20070301,472,440,2,0.99
3986,20070317,472,783,1,6.99
3987,20070318,472,86,2,4.99
3988,20070319,472,127,1,8.99
3989,20070321,472,199,2,4.99
3990,20070321,472,437,2,4.99
3991,20070321,472,256,2,4.99
3992,20070322,472,647,1,5.99
3993,20070322,472,536,1,2.99
3994,20070301,473,564,2,2.99
3995,20070302,473,609,2,2.99
3996,20070302,473,246,2,4.99
3997,20070302,473,424,2,0.99
3998,20070302,473,738,1,7.99
3999,20070317,473,395,2,0.99
4000,20070320,473,471,2,4.99
4001,20070321,473,434,2,0.99
4002,20070321,473,618,2,0.99
4003,20070321,473,320,2,4.99
4004,20070321,473,255,1,4.99
4005,20070322,473,451,1,4.99
4006,20070322,473,585,2,2.99
4007,20070323,473,639,2,4.99
4008,20070301,474,912,2,5.99
4009,20070302,474,352,2,0.99
4010,20070302,474,658,2,2.99
4011,20070316,474,43,1,2.99
4012,20070317,474,433,1,2.99
4013,20070318,474,265,1,4.99
4014,20070318,474,610,1,0.99
4015,20070318,474,833,2,2.99
4016,20070318,474,410,2,4.99
4017,20070321,474,586,2,0.99
4018,20070322,474,336,1,4.99
4019,20070323,474,139,1,6.99
4020,20070301,475,681,2,0.99
4021,20070301,475,687,1,3.99
4022,20070302,475,331,1,5.99
4023,20070317,475,627,2,4.99
4024,20070321,475,220,2,2.99
4025,20070322,475,623,1,1.99
4026,20070322,475,435,1,4.99
4027,20070301,476,912,2,4.99
4028,20070301,476,946,2,9.99
4029,20070301,476,272,1,6.99
4030,20070318,476,648,1,4.99
4031,20070318,476,848,1,5.99
4032,20070322,476,547,2,0.99
4033,20070301,477,103,2,4.99
4034,20070302,477,160,1,0.99
4035,20070318,477,100,1,4.99
4036,20070319,477,850,2,0.99
4037,20070321,477,434,1,3.99
4038,20070322,477,453,2,2.99
4039,20070323,477,397,2,2.99
4040,20070317,478,72,2,2.99
4041,20070319,478,402,1,2.99
4042,20070320,478,731,2,4.99
4043,20070322,478,73,1,4.99
4044,20070322,478,26,1,4.99
4045,20070323,478,229,2,4.99
4046,20070301,479,207,1,4.99
4047,20070302,479,589,2,4.99
4048,20070317,479,852,2,1.99
4049,20070317,479,614,1,4.99
4050,20070318,479,940,1,0.99
4051,20070319,479,893,1,8.99
4052,20070320,479,416,1,2.99
4053,20070301,480,130,2,1.99
4054,20070302,480,899,1,0.99
4055,20070302,480,544,1,5.99
4056,20070319,480,233,1,4.99
4057,20070319,480,951,1,0.99
4058,20070319,480,321,1,9.99
4059,20070320,480,123,2,4.99
4060,20070322,480,505,2,2.99
4061,20070323,480,869,1,4.99
4062,20070302,481,976,2,0.99
4063,20070302,481,546,2,2.99
4064,20070317,481,398,2,4.99
4065,20070317,481,857,2,4.99
4066,20070317,481,293,2,2.99
4067,20070319,481,856,2,4.99
4068,20070320,481,286,1,2.99
4069,20070320,481,10,1,4.99
4070,20070320,481,491,2,1.99
4071,20070321,481,342,1,4.99
4072,20070321,481,574,1,0.99
4073,20070301,482,861,2,4.99
4074,20070301,482,628,2,2.99
4075,20070316,482,109,1,6.99
4076,20070319,482,500,2,4.99
4077,20070321,482,422,2,4.99
4078,20070321,482,416,2,0.99
4079,20070322,482,65,2,6.99
4080,20070322,482,908,2,4.99
4081,20070322,482,855,2,0.99
4082,20070323,482,889,1,5.99
4083,20070323,482,442,1,2.99
4084,20070323,482,53,1,3.99
4085,20070301,483,948,2,0.99
4086,20070302,483,330,1,6.99
4087,20070318,483,997,1,3.99
4088,20070318,483,99,1,2.99
4089,20070319,483,373,1,2.99
4090,20070317,484,661,1,4.99
4091,20070317,484,524,2,0.99
4092,20070318,484,676,2,4.99
4093,20070319,484,918,2,7.99
4094,20070319,484,90,2,0.99
4095,20070320,484,822,2,3.99
4096,20070323,484,895,2,2.99
4097,20070323,484,103,1,4.99
4098,20070301,485,282,1,4.99
4099,20070301,485,26,2,6.99
4100,20070302,485,302,1,3.99
4101,20070317,485,110,1,4.99
4102,20070317,485,351,2,2.99
4103,20070318,485,888,1,8.99
4104,20070318,485,560,1,0.99
4105,20070319,485,783,1,2.99
4106,20070302,486,845,2,4.99
4107,20070318,486,377,2,0.99
4108,20070318,486,505,2,2.99
4109,20070319,486,231,1,4.99
4110,20070320,486,242,1,0.99
4111,20070321,486,28,1,4.99
4112,20070321,486,138,1,4.99
4113,20070301,487,847,2,2.99
4114,20070301,487,83,2,6.99
4115,20070301,487,892,1,6.99
4116,20070301,487,734,1,5.99
4117,20070302,487,350,1,9.99
4118,20070317,487,708,1,5.99
4119,20070317,487,664,1,5.99
4120,20070318,487,665,1,7.99
4121,20070319,487,611,2,4.99
4122,20070320,487,838,2,7.99
4123,20070323,487,760,2,2.99
4124,20070301,488,979,2,5.99
4125,20070301,488,630,2,0.99
4126,20070317,488,366,2,3.99
4127,20070318,488,392,1,5.99
4128,20070319,488,708,2,4.99
4129,20070322,488,640,2,5.99
4130,20070322,488,717,2,0.99
4131,20070322,488,259,1,2.99
4132,20070323,488,137,2,2.99
4133,20070302,489,938,1,9.99
4134,20070317,489,922,2,4.99
4135,20070318,489,100,2,6.99
4136,20070318,489,508,2,6.99
4137,20070319,489,845,2,4.99
4138,20070320,489,340,1,5.99
4139,20070321,489,702,1,2.99
4140,20070321,489,556,2,6.99
4141,20070322,489,722,1,0.99
4142,20070323,489,628,2,4.99
4143,20070301,490,10,2,7.99
4144,20070302,490,134,2,7.99
4145,20070317,490,43,2,2.99
4146,20070321,490,107,2,4.99
4147,20070321,490,583,1,6.99
4148,20070322,490,987,2,2.99
4149,20070322,490,638,1,2.99
4150,20070302,491,151,1,6.99
4151,20070302,491,45,2,4.99
4152,20070317,491,786,2,0.99
4153,20070317,491,396,2,4.99
4154,20070320,491,590,2,2.99
4155,20070321,491,696,2,0.99
4156,20070323,491,81,1,5.99
4157,20070319,492,767,2,4.99
4158,20070321,492,687,1,2.99
4159,20070323,492,787,1,0.99
4160,20070323,492,905,1,4.99
4161,20070301,493,764,1,6.99
4162,20070301,493,918,2,7.99
4163,20070320,493,716,2,2.99
4164,20070320,493,77,2,6.99
4165,20070320,493,124,2,4.99
4166,20070322,493,183,2,4.99
4167,20070322,493,762,2,0.99
4168,20070323,493,856,1,6.99
4169,20070323,493,349,1,2.99
4170,20070301,494,429,2,0.99
4171,20070301,494,967,2,2.99
4172,20070302,494,849,2,3.99
4173,20070317,494,323,2,5.99
4174,20070319,494,697,2,0.99
4175,20070319,494,489,1,3.99
4176,20070321,494,109,1,5.99
4177,20070322,494,397,1,4.99
4178,20070322,494,59,1,6.99
4179,20070322,494,260,2,9.99
4180,20070322,494,320,1,4.99
4181,20070301,495,843,2,5.99
4182,20070301,495,266,1,4.99
4183,20070318,495,319,1,5.99
4184,20070319,495,496,1,0.99
4185,20070319,495,574,1,3.99
4186,20070319,495,356,1,2.99
4187,20070320,495,284,1,4.99
4188,20070323,495,437,2,2.99
4189,20070302,496,745,1,7.99
4190,20070302,496,263,2,4.99
4191,20070317,496,504,1,3.99
4192,20070318,496,300,1,4.99
4193,20070320,496,420,2,5.99
4194,20070320,496,859,1,6.99
4195,20070321,496,304,2,7.99
4196,20070321,496,196,1,0.99
4197,20070323,496,977,2,2.99
4198,20070301,497,289,1,7.99
4199,20070317,497,79,2,0.99
4200,20070319,497,500,2,4.99
4201,20070319,497,772,1,2.99
4202,20070321,497,467,1,0.99
4203,20070322,497,229,1,5.99
4204,20070323,497,194,1,0.99
4205,20070323,497,379,2,0.99
4206,20070301,498,688,2,0.99
4207,20070302,498,436,1,6.99
4208,20070319,498,37,1,2.99
4209,20070301,499,862,2,0.99
4210,20070301,499,235,2,2.99
4211,20070316,499,977,2,7.99
4212,20070317,499,899,1,0.99
4213,20070317,499,957,1,4.99
4214,20070317,499,590,2,8.99
4215,20070318,499,640,2,7.99
4216,20070318,499,823,1,3.99
4217,20070318,499,677,2,1.99
4218,20070319,499,207,1,4.99
4219,20070320,499,175,2,3.99
4220,20070322,499,80,1,3.99
4221,20070323,499,551,2,7.99
4222,20070302,500,551,2,6.99
4223,20070302,500,249,2,1.99
4224,20070318,500,122,1,2.99
4225,20070318,500,723,2,2.99
4226,20070320,500,226,1,4.99
4227,20070321,500,525,1,0.99
4228,20070322,500,500,2,4.99
4229,20070323,500,772,1,2.99
4230,20070323,500,50,2,2.99
4231,20070301,501,672,1,4.99
4232,20070302,501,231,2,4.99
4233,20070317,501,374,2,1.99
4234,20070317,501,8,2,6.99
4235,20070319,501,961,1,4.99
4236,20070320,501,963,2,0.99
4237,20070322,501,392,2,4.99
4238,20070323,501,902,1,5.99
4239,20070301,502,326,2,4.99
4240,20070302,502,855,2,0.99
4241,20070302,502,446,1,4.99
4242,20070302,502,147,2,0.99
4243,20070302,502,412,1,4.99
4244,20070302,502,355,2,0.99
4245,20070317,502,833,1,0.99
4246,20070318,502,853,1,4.99
4247,20070319,502,666,1,9.99
4248,20070321,502,460,2,4.99
4249,20070323,502,363,2,3.99
4250,20070323,502,142,1,3.99
4251,20070302,503,664,2,2.99
4252,20070302,503,730,2,1.99
4253,20070317,503,763,2,4.99
4254,20070318,503,735,1,2.99
4255,20070318,503,246,2,4.99
4256,20070319,503,690,2,2.99
4257,20070320,503,234,1,2.99
4258,20070321,503,149,1,0.99
4259,20070322,503,789,1,2.99
4260,20070322,503,408,2,4.99
4261,20070322,503,690,1,2.99
4262,20070323,503,393,1,3.99
4263,20070323,503,403,1,4.99
4264,20070323,503,201,1,2.99
4265,20070323,503,111,2,0.99
4266,20070301,504,906,2,0.99
4267,20070301,504,19,1,3.99
4268,20070316,504,569,1,2.99
4269,20070318,504,206,1,1.99
4270,20070319,504,958,1,2.99
4271,20070319,504,542,2,2.99
4272,20070319,504,24,1,2.99
4273,20070320,504,957,1,5.99
4274,20070322,504,86,2,4.99
4275,20070322,504,334,2,6.99
4276,20070323,504,854,2,8.99
4277,20070323,504,643,2,4.99
4278,20070301,505,494,1,2.99
4279,20070302,505,418,1,0.99
4280,20070317,505,857,1,2.99
4281,20070320,505,147,2,3.99
4282,20070321,505,78,2,2.99
4283,20070321,505,154,2,2.99
4284,20070322,505,334,1,4.99
4285,20070301,506,53,1,2.99
4286,20070301,506,37,1,4.99
4287,20070302,506,594,1,0.99
4288,20070317,506,403,2,4.99
4289,20070319,506,834,2,0.99
4290,20070319,506,188,1,2.99
4291,20070320,506,601,1,0.99
4292,20070320,506,287,2,1.99
4293,20070321,506,772,2,2.99
4294,20070321,506,137,2,6.99
4295,20070322,506,56,1,5.99
4296,20070323,506,618,2,1.99
4297,20070323,506,662,2,9.99
4298,20070317,507,409,1,6.99
4299,20070318,507,322,2,4.99
4300,20070318,507,99,2,4.99
4301,20070321,507,584,1,4.99
4302,20070322,507,757,2,2.99
4303,20070301,508,69,1,8.99
4304,20070302,508,254,2,2.99
4305,20070302,508,846,1,6.99
4306,20070319,508,115,1,6.99
4307,20070319,508,22,1,2.99
4308,20070322,508,37,2,6.99
4309,20070322,508,241,1,4.99
4310,20070302,509,255,2,5.99
4311,20070317,509,759,2,6.99
4312,20070317,509,311,2,4.99
4313,20070320,509,661,1,4.99
4314,20070322,509,350,2,5.99
4315,20070323,509,756,2,2.99
4316,20070301,510,734,1,7.99
4317,20070317,510,596,2,4.99
4318,20070318,510,18,2,0.99
4319,20070318,510,952,1,2.99
4320,20070322,510,103,1,4.99
4321,20070301,511,235,1,2.99
4322,20070301,511,850,2,2.99
4323,20070317,511,654,2,6.99
4324,20070319,511,553,2,4.99
4325,20070321,511,84,1,4.99
4326,20070321,511,284,2,6.99
4327,20070322,511,515,2,4.99
4328,20070301,512,127,2,4.99
4329,20070301,512,34,2,3.99
4330,20070317,512,48,1,9.99
4331,20070319,512,480,1,8.99
4332,20070319,512,167,2,4.99
4333,20070320,512,493,2,0.99
4334,20070321,512,127,2,4.99
4335,20070322,512,468,2,2.99
4336,20070322,512,234,1,2.99
4337,20070322,512,382,2,3.99
4338,20070322,512,505,2,3.99
4339,20070323,512,911,2,4.99
4340,20070323,512,710,1,4.99
4341,20070302,513,833,2,2.99
4342,20070302,513,447,1,2.99
4343,20070302,513,753,2,3.99
4344,20070317,513,758,2,3.99
4345,20070318,513,8,2,5.99
4346,20070318,513,99,1,2.99
4347,20070318,513,504,2,4.99
4348,20070320,513,106,1,5.99
4349,20070320,513,814,1,4.99
4350,20070322,513,30,1,7.99
4351,20070322,513,854,2,4.99
4352,20070322,513,75,2,4.99
4353,20070322,513,229,2,6.99
4354,20070323,513,184,2,5.99
4355,20070317,514,292,2,1.99
4356,20070317,514,438,1,4.99
4357,20070318,514,133,2,4.99
4358,20070318,514,167,1,4.99
4359,20070318,514,206,2,0.99
4360,20070318,514,786,1,2.99
4361,20070319,514,960,2,3.99
4362,20070320,514,850,2,0.99
4363,20070321,514,746,1,1.99
4364,20070322,514,51,2,2.99
4365,20070323,514,9,1,5.99
4366,20070301,515,746,2,0.99
4367,20070302,515,169,2,3.99
4368,20070317,515,768,2,4.99
4369,20070317,515,555,2,3.99
4370,20070317,515,643,2,6.99
4371,20070318,515,828,2,2.99
4372,20070318,515,655,2,8.99
4373,20070319,515,956,1,5.99
4374,20070320,515,521,1,4.99
4375,20070321,515,176,2,3.99
4376,20070321,515,382,1,0.99
4377,20070322,515,771,1,4.99
4378,20070317,516,457,2,0.99
4379,20070317,516,727,2,1.99
4380,20070318,516,646,2,1.99
4381,20070319,516,135,2,8.99
4382,20070322,516,488,2,0.99
4383,20070323,516,635,2,0.99
4384,20070323,516,646,1,0.99
4385,20070301,517,666,2,4.99
4386,20070301,517,330,1,4.99
4387,20070317,517,930,2,3.99
4388,20070318,517,509,2,0.99
4389,20070319,517,906,2,0.99
4390,20070321,517,914,2,4.99
4391,20070323,517,385,1,5.99
4392,20070301,518,716,2,5.99
4393,20070302,518,1,1,3.99
4394,20070318,518,754,2,2.99
4395,20070318,518,345,1,2.99
4396,20070319,518,411,1,4.99
4397,20070320,518,683,1,6.99
4398,20070320,518,263,2,6.99
4399,20070321,518,739,2,4.99
4400,20070322,518,593,2,0.99
4401,20070322,518,956,1,4.99
4402,20070301,519,684,2,4.99
4403,20070318,519,775,1,7.99
4404,20070319,519,833,2,2.99
4405,20070320,519,720,2,7.99
4406,20070321,519,528,1,2.99
4407,20070322,519,823,2,2.99
4408,20070301,520,706,2,4.99
4409,20070316,520,875,2,0.99
4410,20070318,520,638,2,4.99
4411,20070318,520,705,1,5.99
4412,20070318,520,72,1,5.99
4413,20070319,520,850,1,0.99
4414,20070319,520,380,2,2.99
4415,20070320,520,789,1,2.99
4416,20070320,520,818,2,5.99
4417,20070321,520,426,2,4.99
4418,20070321,520,118,1,0.99
4419,20070322,520,79,2,0.99
4420,20070323,520,286,2,2.99
4421,20070323,520,95,2,7.99
4422,20070301,521,658,2,2.99
4423,20070317,521,155,2,2.99
4424,20070317,521,254,2,3.99
4425,20070317,521,753,2,4.99
4426,20070318,521,234,2,4.99
4427,20070320,521,967,1,2.99
4428,20070321,521,630,2,0.99
4429,20070321,521,110,1,3.99
4430,20070321,521,730,1,5.99
4431,20070322,521,460,1,4.99
4432,20070322,521,414,1,2.99
4433,20070301,522,424,1,3.99
4434,20070301,522,141,1,7.99
4435,20070301,522,438,2,5.99
4436,20070317,522,835,2,2.99
4437,20070317,522,812,2,1.99
4438,20070318,522,842,1,6.99
4439,20070320,522,972,1,6.99
4440,20070321,522,328,2,2.99
4441,20070323,522,50,1,6.99
4442,20070301,523,17,1,1.99
4443,20070317,523,673,2,4.99
4444,20070318,523,962,1,2.99
4445,20070319,523,357,2,2.99
4446,20070321,523,167,2,4.99
4447,20070322,523,705,1,2.99
4448,20070320,524,130,1,2.99
4449,20070320,524,512,1,4.99
4450,20070321,524,471,1,2.99
4451,20070321,524,873,2,2.99
4452,20070321,524,976,2,1.99
4453,20070322,524,851,2,6.99
4454,20070301,525,91,1,2.99
4455,20070302,525,550,1,2.99
4456,20070317,525,890,1,1.99
4457,20070322,525,949,1,0.99
4458,20070323,525,658,2,3.99
4459,20070302,526,456,2,4.99
4460,20070316,526,327,2,10.99
4461,20070317,526,83,1,2.99
4462,20070317,526,724,1,4.99
4463,20070318,526,461,2,0.99
4464,20070319,526,678,1,8.99
4465,20070320,526,966,2,0.99
4466,20070320,526,884,2,8.99
4467,20070321,526,564,2,6.99
4468,20070321,526,578,1,7.99
4469,20070322,526,707,1,2.99
4470,20070322,526,631,2,4.99
4471,20070323,526,846,1,9.99
4472,20070301,527,536,1,3.99
4473,20070301,527,949,2,0.99
4474,20070302,527,656,2,5.99
4475,20070302,527,474,2,2.99
4476,20070317,527,132,1,0.99
